USGS_id,Com_id,Link_id,lat,lon
       10217000,-9999,3503647,39.188324,-111.882362
       10351700,-9999,11314309,39.777679,-119.337814
       10321000,-9999,10783402,40.727978,-116.011177
       10219000,-9999,1202046,39.381737,-112.047462
       10068500,-9999,4472049,42.401047,-111.354729
       10322500,-9999,10782860,40.607773,-116.200974
       10224000,-9999,1200162,39.473133,-112.401413
       10323425,-9999,11206810,40.707638,-116.553223
       10325000,-9999,11206996,40.676563,-116.944733
       10092700,-9999,4560060,42.008629,-111.924316
       10327500,-9999,11202414,40.993187,-117.318314
       10126000,-9999,4605050,41.570164,-112.094269
       10333000,-9999,11165045,40.697395,-118.197311
       10335000,-9999,11157297,40.464680,-118.308754
       09025300,-9999,1239635,39.878757,-105.838631
       09034900,-9999,1239681,39.752121,-105.905388
       09047700,-9999,1314083,39.568451,-105.956177
       09066300,-9999,1319214,39.676472,-106.370277
       09061600,-9999,1321062,39.399727,-106.236656
       09078475,-9999,1326915,39.373672,-106.610146
       09032100,-9999,1239593,39.984951,-105.729546
       09378630,-9999,1399324,37.758507,-109.474449
       09359082,-9999,17014191,37.673504,-107.828079
       09022000,-9999,1239663,39.843849,-105.751045
       09072550,-9999,1327457,39.105762,-106.598366
       09358550,-9999,17013769,37.851089,-107.676491
       09171240,-9999,18377654,37.803535,-107.861687
       09074000,-9999,1327111,39.208649,-106.777214
       09378170,-9999,3272718,37.844852,-109.377625
       09182400,-9999,3378673,38.662094,-109.434578
       09329050,-9999,4900159,38.623444,-111.646423
       09032000,-9999,1239605,39.952019,-105.777412
       09025000,-9999,1239617,39.915775,-105.789612
       09066200,-9999,1320244,39.651810,-106.321251
       09074500,-9999,1327445,39.200535,-106.809845
       09035500,-9999,1239423,39.776134,-105.963097
       09024000,-9999,1239657,39.899940,-105.776245
       09066000,-9999,1320274,39.595425,-106.262596
       09063900,-9999,1321052,39.389549,-106.469986
       09058500,-9999,1238569,39.709290,-106.422386
       09026500,-9999,1239619,39.911900,-105.877060
       09051050,-9999,1313259,39.633842,-106.052368
       09306242,-9999,3240437,39.927452,-108.453667
       09371492,-9999,3262783,37.318012,-108.666245
       09310700,-9999,3906485,39.729805,-111.162430
       09147000,-9999,9769828,38.171356,-107.770180
       09065500,-9999,1320264,39.629345,-106.261353
       09111250,-9999,1332944,38.872955,-106.984741
       09033100,-9999,1239233,39.998360,-105.833099
       09065100,-9999,1320280,39.563599,-106.417282
       09073005,-9999,1327239,39.091759,-106.639870
       09126000,-9999,3253985,38.257511,-107.546394
       09035700,-9999,1238141,39.789318,-106.021194
       09047500,-9999,1314289,39.606400,-105.956314
       09067000,-9999,1319442,39.618984,-106.521233
       09063000,-9999,1320016,39.506569,-106.365028
       09064000,-9999,1320914,39.412651,-106.429253
       09310500,-9999,3907351,39.774212,-111.191101
       09359010,-9999,17013783,37.808430,-107.681488
       09238900,-9999,1358214,40.477448,-106.779427
       09183600,-9999,3380913,38.488243,-109.412529
383926107593001,-9999,9768048,38.652122,-107.975685
       09010500,-9999,1234461,40.315483,-105.856255
       09046490,-9999,1314651,39.467476,-106.036217
       09075400,-9999,1327159,39.179089,-106.837952
       09143000,-9999,3233449,38.987564,-107.850418
       09337000,-9999,3278555,37.887535,-111.635605
       09027100,-9999,1239255,39.995522,-105.834007
       09073300,-9999,1327173,39.143936,-106.776413
       09146020,-9999,9769472,38.048092,-107.686287
       09035900,-9999,1238533,39.795433,-106.030594
       09067200,-9999,1319324,39.638462,-106.611824
       09079450,-9999,1326907,39.358444,-106.686501
       09312600,-9999,3906361,39.872543,-111.035309
       09066325,-9999,1319236,39.641735,-106.389877
       09143500,-9999,3233455,38.918655,-107.916801
       09326500,-9999,4877531,39.104919,-111.226494
       09258050,-9999,18272094,41.480358,-107.587738
       09033300,-9999,1234355,40.027725,-105.874672
       09073400,-9999,1327153,39.170204,-106.792175
385106106571000,-9999,1333026,38.852787,-106.953613
       09352900,-9999,17034197,37.481709,-107.540001
       09171310,-9999,18377596,37.876854,-107.900269
       09127000,-9999,3253137,38.450455,-107.552078
       09123450,-9999,3255135,37.986958,-107.292740
       09330500,-9999,4894903,38.986351,-111.251007
       09036000,-9999,1237943,39.836700,-106.057487
       09059500,-9999,1238051,39.800678,-106.589447
       09050100,-9999,1312885,39.577118,-106.101517
       09066510,-9999,1319426,39.611237,-106.444969
       09107000,-9999,1333022,38.864658,-106.564636
       09115500,-9999,9773517,38.398533,-106.421478
       09014050,1233435,1234531,40.245823,-105.827850
       09289500,-9999,11975975,40.605297,-110.522766
       09064600,-9999,1319752,39.553207,-106.402351
       09113980,-9999,3252623,38.587234,-106.931396
       09246200,-9999,1352456,40.590763,-107.315613
       09217900,-9999,3199586,40.968185,-110.580261
       09337500,-9999,3278571,37.779785,-111.545158
       09015000,-9999,1234501,40.206600,-105.839447
       09046600,-9999,1312907,39.567890,-106.048843
       09265500,-9999,1392811,40.592548,-109.624702
       09220000,-9999,3196672,41.026215,-110.384827
       09081600,-9999,1326465,39.236111,-107.230576
       09261700,-9999,1392781,40.588924,-109.466469
       09266500,-9999,1393763,40.576256,-109.621239
       09129600,-9999,3251413,38.701870,-107.698959
       09146200,-9999,9769826,38.185959,-107.747147
       09291000,-9999,11976201,40.557190,-110.485573
       09118450,-9999,9773615,38.335236,-106.771805
       09370600,-9999,16963867,37.251274,-108.356644
       09166950,-9999,18385437,37.447277,-108.450844
       09041090,-9999,1231205,40.202530,-106.419365
       09218500,-9999,3197078,41.052059,-110.578957
385202111121601,-9999,4893971,38.867256,-111.205521
       09165000,-9999,18384141,37.640179,-108.057419
       09112200,-9999,1333198,38.787056,-106.871155
       09109000,-9999,1333490,38.813576,-106.612724
       09147025,-9999,9769294,38.236568,-107.758430
       09253000,-9999,18279713,40.999058,-107.143578
       09132095,-9999,1337252,38.932350,-107.351074
       09223000,-9999,3192546,42.110199,-110.712990
       09050700,-9999,1312847,39.623714,-106.066032
       09237450,-9999,1357658,40.266937,-106.885948
       09371520,-9999,3262733,37.326515,-108.701851
       09019500,-9999,1234513,40.123234,-105.897148
       09080400,-9999,1326889,39.365028,-106.826866
       09288000,-9999,11966319,40.198692,-110.902122
       09132500,-9999,1337236,38.929291,-107.421623
       09330000,-9999,944070009,38.305714,-111.522217
       09067020,-9999,1319278,39.635273,-106.534851
       09314280,-9999,3910095,39.422211,-110.643364
       09296800,-9999,11976305,40.569450,-110.092667
       09349800,-9999,17031044,37.087246,-107.400421
       09255000,-9999,18279725,40.987816,-107.383766
       09172500,-9999,18375594,38.044109,-108.133606
       09237500,-9999,1358238,40.285191,-106.834564
       09147500,-9999,9769790,38.350418,-107.786766
       09292000,-9999,944060076,40.554325,-110.326752
       09246500,-9999,1352642,40.531269,-107.434875
       09041400,-9999,1231609,40.110275,-106.415009
       09112500,-9999,1333418,38.670227,-106.852577
       09124500,-9999,3253975,38.283531,-107.237953
       09299500,-9999,11978253,40.576458,-109.930336
       09279000,-9999,11979373,40.495277,-110.581360
       09367000,-9999,17000894,36.929398,-108.185555
       09342500,-9999,17034895,37.266968,-107.005714
       09196500,-9999,18325008,43.028549,-109.769005
       09110000,-9999,1333564,38.670876,-106.836845
       09358000,-9999,17013767,37.815800,-107.651733
       09210500,-9999,18354249,42.095402,-110.434273
       09037500,-9999,1232821,40.000793,-106.181366
       09081000,-9999,1325991,39.380627,-107.091125
       09359020,-9999,17013793,37.790764,-107.667786
       09034250,-9999,1231703,40.106197,-106.017181
       09258980,-9999,18272390,41.060329,-107.633942
       09372000,-9999,3261785,37.325127,-109.024231
       09038500,-9999,1232803,40.047684,-106.194618
       09134100,-9999,1337472,38.853741,-107.632225
       09292500,-9999,11976641,40.506615,-110.343582
       09353800,-9999,17034425,37.154709,-107.587067
       09215000,-9999,18302324,42.123951,-109.290962
       09306255,-9999,3239621,40.157955,-108.389351
       09371000,-9999,16963957,37.026459,-108.746742
       09174600,-9999,18375940,38.230442,-108.513657
       09306200,-9999,3241429,39.927361,-108.295715
       09114500,-9999,3252637,38.545696,-106.950897
       09105000,-9999,3179298,39.190083,-108.257668
       09285900,-9999,11967717,40.124683,-110.749443
394220106431500,-9999,1318968,39.704788,-106.725838
       09242500,-9999,1354270,40.512501,-106.955055
       09149500,-9999,9767880,38.739868,-108.082840
       09277500,-9999,11981363,40.298370,-110.607170
       09359500,-9999,17014207,37.572697,-107.778984
       09085000,-9999,1324997,39.531033,-107.327339
       09166500,-9999,18385551,37.474720,-108.488251
       09119000,-9999,9773129,38.522858,-106.936134
       09188500,-9999,18345961,43.010250,-110.127831
       09354500,-9999,17034665,37.013950,-107.601006
       09136100,-9999,1338068,38.787033,-107.830147
       09257000,-9999,18276331,41.030125,-107.551971
       09239500,-9999,1357212,40.484470,-106.835022
       09240020,-9999,1357198,40.495335,-106.853172
       09346400,-9999,17034995,37.015568,-107.321495
       09070000,-9999,1320238,39.648479,-106.955719
       09213500,-9999,18302986,42.323391,-109.499290
       09306222,-9999,3239735,40.074352,-108.235405
       09361500,-9999,17014841,37.279022,-107.881218
       09177000,-9999,18374906,38.361591,-108.723839
       09362520,-9999,17015233,37.243484,-107.869232
       09381800,-9999,18267029,37.104134,-111.906174
       09229500,-9999,10036250,41.010521,-109.672600
       09288180,-9999,11966509,40.157578,-110.555298
       09304200,-9999,1343034,40.008022,-107.825851
       09057500,-9999,1313213,39.880264,-106.334076
       09355500,-9999,17040461,36.808243,-107.684853
       09328500,-9999,4879781,38.859741,-110.372086
       09314500,-9999,3910559,39.262951,-110.347839
       09304500,-9999,1343194,40.035980,-107.875061
       09328910,-9999,4879797,38.762119,-110.127655
       09363500,-9999,17015297,37.024563,-107.873909
       09379200,-9999,1408209,36.941921,-109.711464
       09382000,-9999,18267741,36.872185,-111.600243
       09364010,-9999,17016047,36.816666,-108.018768
       09168730,-9999,18382615,38.039272,-108.905144
       09058000,-9999,1232797,40.035908,-106.440269
       09304800,-9999,1341442,40.014877,-108.097603
       09128000,-9999,3252173,38.529781,-107.648262
       09244490,-9999,1352678,40.516926,-107.402512
       09367500,-9999,17003262,36.738060,-108.250130
       09169500,-9999,18382377,38.312740,-108.885117
       09171100,-9999,18382337,38.352680,-108.844353
       09301500,-9999,11985399,40.233501,-109.804146
       09295000,-9999,11982097,40.199570,-110.039589
       09205000,-9999,18351849,42.575520,-109.928391
       09247600,-9999,1356774,40.487110,-107.593887
       09333500,-9999,4907451,38.099674,-110.399635
       09144250,-9999,3232789,38.754509,-108.079781
       09260000,-9999,18277857,40.548939,-108.424469
       09306290,-9999,5307716,40.180382,-108.563408
       09364500,-9999,17016187,36.721786,-108.201477
       09179450,-9999,18370392,38.668266,-108.965271
       09224700,-9999,3194796,41.549828,-109.687210
       09295100,-9999,11985621,40.206745,-109.859413
       09180000,-9999,18369916,38.796932,-109.199150
       09070500,-9999,1236065,39.643497,-107.072403
       09302000,-9999,11985487,40.216061,-109.784058
       09365000,-9999,17003788,36.721394,-108.224037
       09152500,-9999,3232569,38.982685,-108.451294
       09251000,-9999,3109519,40.507652,-108.030045
       09085100,-9999,3175612,39.553276,-107.336777
       09306500,-9999,5308854,39.979057,-109.178459
       09260050,-9999,3111399,40.451004,-108.518028
       09209400,-9999,18355089,42.192341,-110.162476
       09095500,-9999,3179476,39.238575,-108.261444
       09211200,-9999,18312556,42.021523,-110.048065
       09106150,-9999,3179692,39.105171,-108.349144
       09368000,-9999,17003486,36.781040,-108.688309
       09163500,-9999,3176490,39.119926,-109.033150
       09371010,-9999,1403494,37.001438,-109.030792
       09180500,-9999,3379045,38.808308,-109.315575
       09185600,-9999,3379149,38.510368,-109.650711
       09379500,-9999,1385518,37.159107,-109.892822
       09217000,-9999,10034178,41.516769,-109.448730
       09234500,-9999,10040950,40.907272,-109.415565
       09261000,-9999,1374334,40.412914,-109.240105
       09272400,-9999,1374702,40.085289,-109.676994
       09315000,-9999,4931276,38.990185,-110.146622
       09328920,-9999,4931806,38.523373,-109.996544
       09380000,-9999,20733845,36.859409,-111.577644
       09423350,-9999,10016922,35.267681,-115.295570
       09470750,-9999,15934841,31.475992,-110.261772
       09401265,-9999,20504990,36.172230,-111.200623
       09415558,-9999,20637420,38.380253,-115.152710
       09415645,-9999,20642190,37.461308,-115.193573
       09524000,-9999,21412615,32.755756,-114.628860
       09419700,-9999,22071208,36.082737,-114.988586
       09498503,-9999,22441910,33.795074,-110.951164
       09507580,-9999,20438170,34.425457,-111.262062
       09419625,-9999,22069422,36.452209,-115.335274
       09481000,-9999,1150000651,31.359468,-110.929840
       09408000,-9999,10023748,37.272327,-113.383034
       09484580,-9999,15895584,31.862545,-110.687782
       09471310,-9999,15932983,31.511610,-110.391830
       09470800,-9999,15934417,31.486979,-110.325180
       09507480,-9999,20436512,34.399952,-111.624626
       09512162,-9999,20481266,33.439949,-111.915771
       09415920,-9999,20624866,36.709682,-114.710419
       09510000,-9999,20439500,33.810848,-111.665642
       09415927,-9999,20624798,36.711174,-114.710464
       09460150,-9999,21331123,32.745323,-109.836586
       09443800,-9999,21358435,33.374832,-108.837769
       09508300,-9999,20437386,34.177067,-111.658913
       09502900,-9999,20451540,34.830200,-112.448189
       09415460,-9999,20635122,38.935966,-115.300941
       09408400,-9999,10024988,37.384701,-113.486519
       09484000,-9999,15893872,32.314709,-110.811348
       09522400,-9999,21411625,32.881050,-114.460670
       09485000,-9999,15895252,32.130466,-110.637276
       09383409,-9999,20585206,34.069538,-109.409370
       09415510,-9999,20635126,38.941811,-115.086945
       09442980,-9999,21358341,33.422016,-108.805885
      094985005,-9999,22444106,33.399590,-110.992165
       09430600,-9999,2430436,33.168591,-108.650642
       09502960,-9999,20452080,34.553215,-112.459503
       09530000,-9999,21412135,32.736057,-114.621628
       09428510,-9999,945030390,33.999649,-114.450768
       09537200,-9999,20371805,31.590885,-109.508614
       09503000,-9999,20452072,34.559452,-112.445381
       09492400,-9999,20488086,33.820763,-109.814888
       09525500,-9999,21412775,32.732403,-114.620529
       09513860,-9999,20416132,33.732216,-112.117661
       09415590,-9999,20647546,37.530281,-115.234016
       09498501,-9999,22442418,33.419922,-111.008324
       09470700,-9999,15932947,31.502842,-110.005569
       09390500,-9999,21756096,34.177292,-109.985870
       09404450,-9999,10025746,37.334160,-112.602318
       09383500,-9999,20585806,34.032768,-109.188179
       09398300,-9999,21745665,34.552311,-111.177383
       09419659,-9999,22069824,36.226215,-115.071228
