to_usgs, from_usgs
03282000, "{03280000,03281000,03281500}"
02066000, "{02062500,02064000,02065500}"
01334500, "{01334000,01332500,01333000}"
01512500, "{01510000,01507000,01509000}"
08068500, "{08068450,08068275,08068325}"
01184000, "{01172010,01183500,01177000}"
08084000, "{08083240,08083480,08083420}"
04156000, "{04154000,04155500,04152500}"
06074000, "{06066500,06071300,06073500}"
07164500, "{07161450,07152500,07153000}"
05124000, "{05122000,05123510,05123400}"
07141220, "{07139000,07141200,07138075}"
13013650, "{13011900,13011500,13011000}"
03189100, "{03188900,03186500,03187500}"
07060500, "{07057370,07058000,07057500}"
03081000, "{03079000,03077500,03080000}"
07245000, "{07242000,07231500,07243500}"
06099500, "{06091700,06093200,06099000}"
02335815, "{02335450,02335757,02335790}"
06913000, "{06912500,06911490,06911000}"
01531500, "{01531325,01515000,01531000}"
07195400, "{07195000,07194800}"
02204520, "{02204070,02204130,02204285}"
05395000, "{05391000,05393500,05394500}"
11507500, "{11502500,11503000,11504115}"
05455700, "{05454500,05455100,05455500}"
08254000, "{08253000,08252500,08253500}"
01122000, "{01121330,01121000,01120790}"
05533600, "{05532500,05533000,05533400}"
02161000, "{02160700,02160105,02156500}"
08210000, "{08194500,08206910,08208000}"
02019500, "{02016500,02018000,02018500}"
12363000, "{12355500,12358500,12362500}"
12181000, "{12178100,12178000,12179900}"
06803555, "{06803530,06803513,06803520}"
04073500, "{04073466,04073365,040734605}"
08105700, "{08105505,08105095}"
02313230, "{02313250,02313100,02313000}"
04148500, "{04147500,04148140,04148295}"
02171500, "{02169570,02169500,02148000}"
04079000, "{04074950,04077630,04078500}"
05576500, "{05576250,05576000,05573540}"
06279500, "{06274300}"
06711565, "{06710605,06710247,06711555}"
02232400, "{02232000,02232200,02232155}"
11133000, "{11129800,11128500,11132500}"
03293510, "{03293530,03293000,03292500}"
02344872, "{02344500,02344748,02344700}"
06635000, "{06634620,06632400,06630465}"
11060400, "{11062000,11063680,11063510}"
11523000, "{11520500,11521500,11522500}"
03213700, "{03212750,03212980,03213500}"
02169500, "{02162035,02162093,02169000}"
02146381, "{02146300,02146315,02146348}"
08276300, "{08271000,08269000,08275500}"
14103000, "{14092500,14097100,14093000}"
03270500, "{03263000,03270000,03265000}"
09359020, "{09358000,09358550,09359010}"
01473000, "{01472198,01472199,01472810}"
02473000, "{02472000,02472850,02472500}"
07344210, "{07343840,07344100,07343450}"
05465000, "{05464780,0546494170,05464942}"
07103700, "{07100300,07100750,07103100}"
02223248, "{02223056,02223110,02223190}"
05474000, "{05473450,05473400}"
03339000, "{03336645,03336900,03337570}"
07185000, "{07184000,07184500,07183500}"
09419753, "{094196784,09419696,09419700}"
02102500, "{02102192,02102000,02098206}"
08116650, "{08114000,08116400,08115000}"
09234500, "{09224700,09217000,09229500}"
01589352, "{01589300,01589305,01589330}"
01125500, "{01125100,01124151,01125490}"
03371500, "{03369500,03366500,03365500}"
02115360, "{02113850,02114450,02112250}"
02126000, "{0212433550,0212466000}"
12089500, "{12086500,12087000,12088000}"
02204070, "{02203960,02203900,02204037}"
09272400, "{09261000,09261700,09266500}"
01099500, "{01097300,01097000,01098530}"
04101000, "{04099000,04099750,04100500}"
01628500, "{01622000,01625000,01627500}"
07109500, "{07099970,07108900,07106500}"
07189000, "{07188653,07188885,07188838}"
09394500, "{09386950,09386300,09390500}"
11455420, "{11447905,11455350,11447850}"
07022000, "{07020500,07021000,05599490}"
02312720, "{02312700,02312645,02312600}"
01387000, "{01384500,01386000,01383500}"
06191500, "{06188000,06191000,06186500}"
10318500, "{10317500,10315500,10316500}"
01576754, "{01576500}"
12091500, "{12090500,12091200,12091100}"
04119000, "{04118500,04116000,04117500}"
08041780, "{08041000,08041700,08041500}"
01350000, "{01349705,01349711,01349950}"
02037500, "{02035000,02036500,02037000}"
02266496, "{02266300,02264100,02266480}"
06818000, "{06813500,06817700,06815000}"
06472000, "{06471500,06471000,06471800}"
08015500, "{08014500,08014800,08013500}"
02336000, "{02335815,02335870,02335910}"
02266300, "{02266025,02266291,02266200}"
02198840, "{02198500,02198690}"
02488500, "{02486000,02487500}"
03360000, "{03357350,03357330,03358000}"
03107500, "{03106500,03106000,03105500}"
05551540, "{05551200,05551330,05551000}"
12391950, "{12389000,12390700,12389500}"
13032500, "{13022500,13027500,13023000}"
01118500, "{01118000,01117500,01118300}"
09402500, "{09380000,09382000,09402300}"
06805500, "{06801000,06804700,06803555}"
06892350, "{06891080,06892000,06891500}"
10259050, "{10259000,10258000,10258500}"
03036500, "{03032500,03036000,03031500}"
03159500, "{03157500}"
06054500, "{06036650,06041000,06052500}"
02338000, "{02337170,02337410,02337498}"
11140585, "{11140000,11137900,11136800}"
02366500, "{02365500,02366000,02365769}"
08395500, "{08394500,08394033}"
14316500, "{14316455,14316495}"
02208000, "{02207448,02207335}"
06872500, "{06871000,06871500}"
08197500, "{08196000,08195000}"
02458300, "{02458148,02458190}"
07138000, "{07137500,07137010}"
02395980, "{02395000,02395120}"
10300600, "{10293500,10300000}"
07227000, "{07226500,07221500}"
05433000, "{}"
06287000, "{06285100,06279500}"
03350700, "{03350655,03350660}"
01209500, "{01209005,01209105}"
06876900, "{06876440,06876700}"
08146000, "{08145000}"
14372300, "{14361500,14369500}"
11465390, "{11464000,11465350}"
06660000, "{06659580}"
12331800, "{12324680,12331500}"
08437710, "{08412500,08433000}"
08279500, "{08276500,08279000}"
06080900, "{06079000,06078500}"
14183000, "{14181500,14182500}"
05437050, "{05435500,05436500}"
02330150, "{02330000,02330100}"
08359500, "{08358400,08358300}"
02303330, "{02303000,02303205}"
05464000, "{05463050,05463500}"
07149520, "{07149000,07148400}"
03451500, "{03451000,03447687}"
09302000, "{09295100,09301500}"
04105500, "{04103500,04105000}"
08074810, "{08074760,08074800}"
09085100, "{09070500,09085000}"
04097500, "{04096405,04096515}"
02372422, "{02372250,02371500}"
09419000, "{09418500,09416000}"
09080400, "{09079450,09078475}"
06479010, "{06478600,06478690}"
08290000, "{08287000,08289000}"
01447800, "{01447500,01447720}"
10311400, "{10311000,10311300}"
08048000, "{08045550,08047500}"
08180640, "{08178880,08180586}"
01518700, "{01518420,01518000}"
02207448, "{02207418,02207435}"
08065350, "{08065000,08065200}"
01564895, "{01563500,01564512}"
05406479, "{05406469,05406457}"
01545800, "{01545500,01545600}"
08110500, "{08110430,08110325}"
07076517, "{07075300,07075000}"
03329000, "{03327500,03328500}"
09365000, "{09364500,09355500}"
06715000, "{06714500,06714800}"
06895500, "{06894650,06895000}"
10038000, "{10028500,10032000}"
09288180, "{09288000,09285900}"
08170950, "{}"
01549700, "{01548500,01549500}"
06395000, "{06392950}"
03410210, "{03409500,03408500}"
09180500, "{09163500,09180000}"
07191288, "{071912213,07191222}"
04101500, "{04101000,04101370}"
06893500, "{06893390,06893150}"
07017020, "{07014500,07016500}"
08177520, "{08176500,08177500}"
01413500, "{01413088,01413408}"
06235500, "{06228350}"
01559000, "{01558000,01556000}"
05410490, "{05408000}"
05592100, "{05592000,05592050}"
06452000, "{06447450,06450500}"
13057000, "{13038500,13056500}"
02296750, "{02295637,02296500}"
10348000, "{10347460,10347600}"
11313460, "{11304810,11312685}"
06406000, "{06404000,06404998}"
01421900, "{01421618,01421610}"
08105888, "{08105883,08105886}"
03272100, "{03271620,03272000}"
03453500, "{03451500,03453000}"
08062500, "{08057410,08062000}"
03234000, "{03232000,03232500}"
01047150, "{01046500,01047000}"
01367500, "{01365500,01365000}"
11466800, "{11465750,11466320}"
09015000, "{09010500,09014050}"
03041029, "{03040000}"
05421740, "{05421000}"
04180500, "{04178000,04180000}"
05107500, "{05106000,05104500}"
06478000, "{06477000,06477500}"
04293500, "{04293000}"
06481000, "{06480650,06480000}"
02312700, "{02312675,02312667}"
03057000, "{03056250,03056000}"
10259300, "{10259100,10259200}"
01018035, "{01018009}"
02354800, "{02353500,02354500}"
08036500, "{08033900,08034500}"
04292500, "{04292000}"
08050100, "{08049700,08049580}"
08026000, "{08025360,08025500}"
05471500, "{05471050,05471200}"
10350340, "{10348245,10350000}"
07069305, "{07069295}"
12354500, "{12353000,12354000}"
02175000, "{02173500,02173051}"
01573560, "{01573000,01573160}"
02096960, "{02096500,02096846}"
03460795, "{03459500,03460000}"
02013100, "{02011800,02013000}"
13233300, "{}"
06923940, "{06923500,06923250}"
06709000, "{06708800,06708600}"
05540095, "{05539900,05540060}"
09149500, "{383926107593001,09147500}"
01346000, "{01343403,01343060}"
09485450, "{09484600,09485000}"
01622000, "{01621050,01620500}"
06449100, "{06447500,06449000}"
02062500, "{02060500,02061500}"
10028500, "{10020300,10023000}"
09239500, "{09237500,09238900}"
07103970, "{07103780,07103800}"
03346500, "{03345500,03346000}"
02097314, "{0209722970,02097280}"
04188400, "{04188337}"
03229610, "{03227500,03229500}"
06026500, "{06023100,06026420}"
02423555, "{02423500,0242354750}"
05122000, "{05120000,05120500}"
08175800, "{08174700,08175000}"
07141200, "{07141000,07140850}"
13094000, "{13090500,13092747}"
05330000, "{05327000,05325000}"
06447000, "{06446700,06446500}"
10323425, "{10322500,10322800}"
01091500, "{01091000}"
11463980, "{11463682,11463900}"
09106150, "{09095500,09105000}"
13081500, "{13077000,13078000}"
02397530, "{02397000,02397500}"
06901500, "{06901205}"
01474500, "{01473500,01474000}"
01204000, "{01203600,01203805}"
02091500, "{02090380,02091000}"
02431000, "{02430085,02430680}"
05369000, "{05367500,05368000}"
05488500, "{05488110,05488200}"
02335450, "{02335000,02335350}"
09525500, "{09530000,09524000}"
08073500, "{08072600,08073100}"
02365500, "{02365200,02365470}"
05529000, "{05528100,05528500}"
03360500, "{03360000,03354000}"
08192000, "{08190000,08190500}"
04193500, "{04192599,04192500}"
04189260, "{04189131,04189174}"
06888990, "{06888350,06888500}"
11078000, "{11074000,11077500}"
09057500, "{09050700,09051050}"
11509500, "{11509200,11507500}"
12119000, "{12117600,12118500}"
09431500, "{09430600,09430500}"
07363500, "{07363200,07363400}"
01597500, "{01596500}"
03098600, "{03095500,03094000}"
09304800, "{09304200,09304500}"
09526000, "{09429600,09520500}"
12426000, "{12422500,12424000}"
14152000, "{14150000,14151000}"
04282500, "{04282000}"
08374550, "{}"
02160105, "{02157510}"
04263000, "{04262500,04262000}"
08317400, "{08313000}"
05471000, "{05470000,05470500}"
07056700, "{07056000,07056515}"
03584600, "{03584045,03582000}"
02208493, "{02208485,02208487}"
07130500, "{07124000,07128500}"
06610795, "{06610770,06610793}"
09328920, "{09315000,09328910}"
01465200, "{01464750,01464907}"
13213000, "{13211205,13212890}"
07311900, "{07311800,07311700}"
11273400, "{11261500,11262900}"
02209000, "{02208450,02208493}"
10132000, "{10130500,10131000}"
07237500, "{07235600,07234000}"
07285500, "{07283000}"
023432415, "{02342881,02343225}"
08188800, "{08177520,08188570}"
07067000, "{07064533,07066000}"
14200000, "{14199704,14198400}"
04065106, "{04064500}"
11152300, "{11152050,11151700}"
01540500, "{01538700,01539000}"
13075500, "{13075000,13073000}"
03353460, "{03353430,03353200}"
06730200, "{06730160,06727500}"
12100490, "{12099200,12099600}"
06354000, "{06351200,06353000}"
05595000, "{05594100,05594800}"
011230695, "{01122500,01123000}"
03168000, "{03167000,03165500}"
06670500, "{}"
10141000, "{10137000,10140700}"
07182390, "{07182260,07179750}"
11176900, "{11174600,11176500}"
03227500, "{03227107,03221646}"
0208524975, "{0208521324,0208524090}"
05599490, "{05597000,05597500}"
08354900, "{08353000,08332010}"
06130500, "{06130000,06127500}"
03048500, "{03047000,03044000}"
14354200, "{14353000,14353500}"
12331500, "{12329500,12330000}"
13317660, "{13317000}"
01551500, "{01549760}"
09085000, "{09081000,09081600}"
06345500, "{06344600,06343000}"
09033100, "{09032100,09032000}"
08382600, "{08379500,08382500}"
09163500, "{09106150,09152500}"
07074850, "{07074500,07074670}"
06674500, "{06657000,06670500}"
11475800, "{11475560}"
03349000, "{03348350,03348130}"
02301500, "{02301300,02301000}"
01085000, "{01082000}"
03513000, "{03510577,03512000}"
11180700, "{11180500,11179100}"
12446995, "{12446400,12446150}"
06078200, "{06074000,06077500}"
11530500, "{11523000,11530000}"
02322800, "{02321958,02322700}"
02355662, "{02353000,02355350}"
02387500, "{02383500,02387000}"
06799315, "{06799100,06799000}"
01563500, "{01559000,01563200}"
01598500, "{01597500,01595800}"
13296500, "{13296000,13295000}"
05465500, "{05465000,05455700}"
01638480, "{01638420,01638350}"
03028500, "{03027500,03028000}"
01674500, "{01674000,01674182}"
12389000, "{12354500,12388700}"
06610793, "{06610785,06610788}"
03077500, "{03076500,03076600}"
03027500, "{03026480,03026500}"
05430500, "{05427530,05430175}"
10261500, "{10260500,10260950}"
05430175, "{05429700,05430150}"
02323000, "{02320500,02322800}"
02307000, "{02306774,02306950}"
06482000, "{06481000,06481500}"
08178565, "{08178050,08178500}"
09260050, "{09251000,09260000}"
08151500, "{08150700,08150800}"
12340500, "{12340000,12334550}"
06403700, "{06402600,06403300}"
14046500, "{14046000,14038530}"
04063000, "{04062500,04062011}"
02469761, "{02467000,02467500}"
02437000, "{02436500,02433500}"
05438500, "{05438283,05438170}"
01175500, "{01174565,01174500}"
11390500, "{11390000,11389500}"
02335000, "{02334653,02334885}"
03612600, "{03612000}"
01122500, "{01119500,01122000}"
01502632, "{01502500,01500500}"
01642190, "{01639000,01639500}"
03456991, "{03456500,03456100}"
08102500, "{08100500,08101000}"
09471550, "{09471400,09471000}"
07305000, "{07303000,07303400}"
03117000, "{410014081362600,03116077}"
06089000, "{06085800,06088500}"
12213100, "{12211200,12212050}"
08066500, "{08066250,08066300}"
03229500, "{03228805,03228500}"
05117500, "{05116000,05116500}"
01327750, "{01325000,01318500}"
03282060, "{03282000,03282040}"
03401000, "{03400500,03400986}"
06470878, "{06470500,06470800}"
06821190, "{06821150,06820500}"
12061500, "{12059500,12060500}"
08068800, "{08068780,08068740}"
07234000, "{07233500}"
12324680, "{12324400,12324590}"
01464000, "{01463620,01463740}"
07146500, "{07145600,07145700}"
02024752, "{02019500,02024000}"
08405200, "{08404000,08405150}"
04065722, "{04065106,04065650}"
08028500, "{08026000,08028000}"
07052250, "{07052152,07050700}"
07288280, "{07288000,07288068}"
06337000, "{06336000,06336600}"
03193000, "{03192000,03185400}"
05489500, "{05489000,05488500}"
11530000, "{11528700,11527000}"
01117500, "{01117430,01117468}"
05058000, "{05057000,05057200}"
06307830, "{06307616}"
01667500, "{01666500,01665500}"
12144000, "{12143600,12143900}"
011055566, "{01104000,01105554}"
04198000, "{04197170,04197137}"
08121000, "{08119500,08120500}"
14310000, "{14309500,14309000}"
02243960, "{02243000,02240500}"
06610770, "{06610732,06610765}"
06605850, "{06605000}"
09406000, "{09404900,09405500}"
06470000, "{06469400,06468250}"
02369600, "{02368000,02369000}"
04206425, "{04206000,04206413}"
01131500, "{01129500,01130000}"
08017410, "{08017200,08017300}"
09247600, "{09246500,09244490}"
11463500, "{11463000,11463200}"
09429000, "{09427520,09428510}"
01533400, "{01531500,01532000}"
09064600, "{09063000,09064000}"
12459000, "{12457000,12458000}"
02215260, "{02215000,02215100}"
06410500, "{06408700,06410000}"
03339500, "{03339280}"
10308794, "{10308789,103087891}"
02218300, "{02217770,02217500}"
02447025, "{02444160,02446500}"
04062011, "{04060993,04062000}"
01421000, "{01417500,01420500}"
14337600, "{14337500,14335072}"
01389010, "{01388500,01381900}"
06768000, "{06674500}"
02344700, "{02344655,02344630}"
13068495, "{13058510,13066000}"
08329918, "{08319000}"
14359000, "{14339000,14357500}"
09301500, "{09296800,09299500}"
04058100, "{04057800,04057814}"
02318500, "{023177483,02318380}"
06893390, "{06893300,06893350}"
05412500, "{05412020,05412400}"
06307616, "{06307500}"
05446500, "{05443500,05444000}"
08020900, "{08020450,08020700}"
13168500, "{13162225,13161500}"
06438000, "{06437000,06437020}"
07316000, "{07315500,07315700}"
05526000, "{05525000,05525500}"
02234000, "{02232500,02233500}"
09415000, "{09413700}"
02146750, "{02146600,02146700}"
09485700, "{09484500,09485450}"
01328770, "{01327500,01327750}"
08181500, "{08181480}"
03202000, "{03201902,03201980}"
06437000, "{06436000,06436198}"
04237496, "{04236800,04235600}"
02237293, "{02236500,02236605}"
06115200, "{06109500,06114700}"
03582000, "{03578500,03578000}"
13050500, "{13046000,13049500}"
03102850, "{03101500,03102500}"
07340000, "{07338500,07339000}"
01592500, "{01591610,01591700}"
01160350, "{01158110}"
02295194, "{02294898,02295163}"
02344350, "{02344327,02344280}"
10130500, "{10129900,10129500}"
08020000, "{08019200,08019500}"
05458300, "{05457700,05458000}"
03575890, "{0357587400,0357587728}"
14335072, "{14332000,14330000}"
05551580, "{05551540,05551545}"
02374250, "{02372430,02373000}"
13090500, "{13087995,13089500}"
06801000, "{06800500}"
03129000, "{03124800,03127000}"
11313434, "{11313240,11312968}"
01066000, "{01064500,01064801}"
03023100, "{03021520,03022554}"
02319000, "{02318500}"
07326500, "{07326000}"
01520500, "{01520000,01518700}"
02011500, "{02011490,02011470}"
03404000, "{03401000,03403910}"
08103940, "{08103800,08103900}"
10321000, "{10320000,10318500}"
03253500, "{03253000,03251500}"
08412500, "{08408500,08407500}"
01397000, "{01396800,01396500}"
04027000, "{04026561}"
03198000, "{03193000,03197000}"
04286000, "{}"
03115786, "{03115712,03115644}"
11151700, "{11151300,11150500}"
03308500, "{03305000,03307000}"
12448500, "{12448000,12447383}"
09257000, "{09253000,09255000}"
07019185, "{07019175,07019150}"
10347460, "{10347310,10346000}"
05527910, "{}"
12415135, "{12414900,12414500}"
11070500, "{11070365,11070465}"
09397000, "{09396100,09394500}"
09244490, "{09242500,09240020}"
05267000, "{05242300,05247500}"
09408150, "{09408000,09408135}"
03234500, "{03231500,03234300}"
11421000, "{11413000,11418500}"
05440700, "{05437500,05440000}"
10325000, "{10323425,10324700}"
03430200, "{03427500,03428200}"
07176000, "{07171000,07175500}"
06764880, "{06759500,06762500}"
07301500, "{07301420,07301300}"
06716500, "{06716100,06715000}"
05127500, "{05126210,05124480}"
02146300, "{02146211,02146285}"
07378500, "{07377000,07378000}"
08082500, "{08082000,08080505}"
02135000, "{02132320,02134500}"
01435000, "{01434017,01434498}"
01425000, "{01423000,0142400103}"
02336910, "{02336870,02336840}"
02423425, "{02423380,02423414}"
09368000, "{09367500,09365000}"
06719505, "{06716500,06718550}"
02089500, "{02089000}"
05597000, "{05595820,05595730}"
01010500, "{01010070,01010000}"
06730525, "{06724970,06730500}"
14138850, "{14138800,14138720}"
03155000, "{03151400,03154000}"
01111212, "{}"
03231500, "{03230700,03230800}"
08406500, "{08405200,08406000}"
08158970, "{08158920,08158927}"
02026000, "{02025500,02025652}"
07196000, "{07195855,07195865}"
01363556, "{01362500,01363382}"
394220106431500, "{09067020,09067200}"
01513500, "{01503000,01512500}"
06436000, "{06428500,06433000}"
14158850, "{14158500,14158790}"
08130700, "{08129300,08130500}"
04059000, "{04058100,04058200}"
03076100, "{03075905,03075500}"
03221000, "{03219500,03220000}"
05360500, "{05357245,05357335}"
10251300, "{362727116013501,10251290}"
01589320, "{01589317,01589316}"
09416000, "{09415900,09415927}"
03343010, "{03342000,03342500}"
09429600, "{09429100,09522400}"
02331600, "{02331000,023312495}"
02226000, "{02225000,02225500}"
04066800, "{04066030,04066500}"
03364000, "{03363900,03363000}"
11158600, "{11157500,11156500}"
14211500, "{14211400,14211499}"
03010820, "{03010655,03010500}"
05583000, "{05582000,05578000}"
02238500, "{02237700,02237293}"
01595500, "{01595300,01595000}"
03381500, "{03380500,03379500}"
09073300, "{09073005,09072550}"
05311000, "{05301000,05305000}"
07062500, "{07061600,07061900}"
06294500, "{06288400,06294000}"
14164900, "{14163900,14164700}"
01104480, "{01104455,01104475}"
07328500, "{07328100,07328180}"
06903900, "{06903700,06903400}"
06847500, "{06847000,06845110}"
08047500, "{08047000,08047050}"
07177500, "{07176500,07176950}"
06465500, "{06464500,06463720}"
13069500, "{13062500,13068500}"
03443000, "{03441000,03439000}"
11274000, "{11273400,11266500}"
03467609, "{03466208,03465500}"
06856000, "{06855850,06854500}"
07144490, "{07144486,07144480}"
14157500, "{14153500,14155500}"
01031500, "{01031300,01031450}"
01402000, "{01401650,01401000}"
12413131, "{12413125,12413130}"
03447687, "{03446000,03443000}"
04174500, "{04172000,04173500}"
08161000, "{08160400,08160800}"
09112500, "{385106106571000,09112200}"
01172010, "{01170500,01171500}"
11467000, "{11465390,11466800}"
05126210, "{05125000}"
07147800, "{07147070,07146800}"
05054000, "{05051522,05053000}"
05578000, "{05576500,05577500}"
07104000, "{07103970,07103990}"
07343200, "{07342500,07343000}"
01427207, "{01421000,01426500}"
07126300, "{07124410,07126200}"
12417650, "{12413860,12415135}"
02071000, "{02070500,02069000}"
03251500, "{03251200,03250500}"
06915000, "{06914990,06914950}"
01387500, "{01387420,01387450}"
06918060, "{06917560,06917630}"
03276500, "{03275000,03275600}"
05270700, "{05267000,05270500}"
02312500, "{02312300,02312200}"
02483500, "{02482550,02483000}"
07344370, "{07341500,07344210}"
0357587400, "{0357587140,0357587090}"
04024000, "{04015438,04021520}"
09209400, "{09205000,09188500}"
14233500, "{14231900,14231000}"
12413500, "{12413470,12413000}"
14238000, "{14233500,14236200}"
09152500, "{09144250,09149500}"
05464315, "{05464000,05464220}"
05481300, "{05480500,05481000}"
08211000, "{08210000,08210400}"
02160390, "{02160326,02160381}"
03335000, "{03334000,03334500}"
0214266000, "{02142654,0214265808}"
09260000, "{09258980,09257000}"
09359500, "{09359020,09359082}"
02039500, "{02038850,02039000}"
06430500, "{06429997,06429905}"
05485500, "{05482000,05484900}"
11173510, "{11172955,11173200}"
08394024, "{08393610,08386000}"
02201230, "{02200120,02201000}"
01646000, "{01645762,01645704}"
11527000, "{11526400,11526500}"
04112500, "{04111379,04112000}"
02070500, "{02070000,02069700}"
06893578, "{06893557,06893500}"
01606500, "{01606000,01605500}"
06349000, "{06348300,06348500}"
08166140, "{08166000,08165500}"
06921350, "{06921070,06921200}"
11045600, "{11045700,11045300}"
07179730, "{07179500,07179700}"
08185500, "{08185065,08185100}"
03331500, "{03330500,03331224}"
04176500, "{04176400,04176000}"
05053000, "{05052000,05052500}"
13351000, "{13348000,13345000}"
07052152, "{07052100,07052120}"
06326500, "{06324500,06324970}"
03254520, "{03253500,03254480}"
02359170, "{02358700,02359000}"
09261000, "{09260050,09234500}"
07134180, "{07133000,07134100}"
08447300, "{08447000,08447020}"
01103500, "{01103455,01103280}"
03012550, "{03011020,03011800}"
03053500, "{03052120,03052500}"
03274000, "{03272100,03272700}"
01391102, "{01390500,01391000}"
07074500, "{07074420,07061000}"
07010086, "{07010075,07010082}"
12101500, "{12096500,12100490}"
05292000, "{05290000,05291000}"
09484600, "{09484550,09484580}"
13211205, "{13206000,13206305}"
09333500, "{09330000}"
01542500, "{01541303,01541500}"
01423000, "{01421900,01422500}"
12449500, "{12448500,12448998}"
01034000, "{01031500,01031510}"
09444500, "{09444000,09444200}"
01430000, "{01429000,01429500}"
03298200, "{03298000,03298135}"
05418500, "{05418400,05416900}"
12334550, "{12331800,12334510}"
07083710, "{07081200,07083000}"
01396800, "{01396660,01396582}"
02350512, "{02349605,02349900}"
09034250, "{09033300,09019500}"
01524500, "{01521500,01523500}"
04164000, "{04161820,04163400}"
06752260, "{06751490,06746110}"
01105554, "{01105000,01105500}"
06843500, "{06837000,06838000}"
03212500, "{03210000,03209500}"
08194500, "{08194000,08194200}"
05062000, "{05061500,05061000}"
02298830, "{02298608,02298760}"
11274550, "{11274000}"
06037500, "{06037100,06036905}"
03341500, "{03340500,03341300}"
06815000, "{06814500,06814000}"
09426000, "{09424900,09424450}"
06828500, "{06827500,06824500}"
08263500, "{08261000}"
12211200, "{12210900,12210700}"
02344630, "{02344620,02344605}"
12117500, "{12117000,12116400}"
04087000, "{040869416,04086600}"
07260500, "{07258500,07260000}"
08168500, "{08167800,08168000}"
03142000, "{03141870,03141500}"
02025500, "{02024752,02024915}"
02395000, "{02394670,02394820}"
02347500, "{02344872,02346310}"
06919900, "{06919500,06919020}"
12148500, "{12148300}"
03289300, "{03289200,03289000}"
02131000, "{02130561,02130980}"
01562000, "{01560000}"
06327500, "{06309000,06326500}"
12353000, "{12340500,12352500}"
06340010, "{06340000,06339500}"
01608500, "{01608000,01606500}"
07160000, "{07159750,07159100}"
03314500, "{03314000}"
06023100, "{06023000,06018500}"
13142500, "{13140800,13141500}"
02056000, "{02055100,02055000}"
02321500, "{02321000,02320700}"
05488110, "{05487520,05487980}"
06607500, "{06606600,06607200}"
08158600, "{08158380,08158200}"
08111850, "{08111500,08111700}"
13266000, "{13265500,13258500}"
03031500, "{03030500,03025500}"
02155500, "{02154500,02154790}"
09179450, "{09177000,09171100}"
07048550, "{}"
10309000, "{10308200}"
09036000, "{09035700,09035900}"
02134500, "{02134170,02134480}"
07105800, "{07105530,07105600}"
03016000, "{03015310,03015500}"
02474560, "{02474500,02473000}"
07195000, "{07194880,07194933}"
02223500, "{02223248,02223360}"
08057410, "{08057300,08057000}"
05451500, "{05449500,05451210}"
05540250, "{05540160,05540195}"
03105500, "{03103500,03099500}"
07143330, "{07142680,07143300}"
01513831, "{01513500,01513550}"
05057000, "{05056678,05056000}"
03165500, "{03165000,03164000}"
05369500, "{05366800,05369000}"
09471400, "{09471310,09471380}"
02344500, "{02344396,02344478}"
02024000, "{02021500,02022500}"
08206910, "{08206600,08206700}"
06897500, "{06897000,06896900}"
05484900, "{05484650,05484800}"
01076500, "{01075000,01076000}"
06114700, "{06111800,06110020}"
06864000, "{06863500,06863000}"
14165500, "{14164900,14165000}"
02192000, "{02191300}"
01591610, "{01591400,01591000}"
11525854, "{11525655,11525670}"
02011800, "{02011500,02011400}"
12500450, "{12484500,12488500}"
06868200, "{06867000,06867500}"
07019000, "{07018500,07017020}"
06884400, "{06884025,06884200}"
06882000, "{06881380,06881000}"
05484500, "{05482500,05484000}"
05344500, "{05331580,05344490}"
03597860, "{03597590,03596000}"
02217770, "{02217615,02217643}"
11261500, "{11254000,11261100}"
01198125, "{01197500,01198000}"
08110000, "{08109800,08109700}"
01582500, "{01581920,01582000}"
01104500, "{01104480,01104200}"
06336000, "{06335500,06335750}"
05412020, "{05411850}"
05434500, "{05433000,05432500}"
03352500, "{03352162,03351500}"
13334300, "{13317660,13333000}"
07037500, "{07036100,07037300}"
09521100, "{09526000,09525500}"
05082500, "{05070000,05080000}"
06140500, "{06139500,06135000}"
07228000, "{07227890,07227500}"
04166500, "{04166100,04166300}"
05552500, "{05551580,05551675}"
08284100, "{08282300,08281400}"
06810000, "{}"
01574000, "{01573825,01573849}"
08150000, "{08148500,08149900}"
11044300, "{11044000,11044250}"
12467000, "{12465000,12465400}"
03320000, "{03316500,03318800}"
07186000, "{07185910,07185765}"
10350000, "{10348200,10349980}"
02313000, "{02312762,02312764}"
05480500, "{05476750,05479000}"
06793000, "{06790500,06785000}"
03599240, "{03598000,03599100}"
11070365, "{11070270,11069500}"
03171000, "{03170000,03168000}"
08085500, "{08084200,08084800}"
01112500, "{01111212,01111500}"
02424000, "{02423555,02423630}"
08385522, "{08384500,08385000}"
05440000, "{05438500,05439500}"
12452990, "{12452800,12452890}"
01358000, "{01357500,01335754}"
14339000, "{14337600,14338000}"
02330000, "{02329000,02329600}"
02354500, "{02354475,02354350}"
06926510, "{06926080,06926290}"
03373500, "{03371650,03371500}"
01438500, "{01434000,01437500}"
01594440, "{01594000,01592500}"
03036000, "{03034000,03034500}"
11278300, "{11278000,11277300}"
01538700, "{01536500,01538000}"
01529950, "{01526500,01529500}"
02300500, "{02300300,02300100}"
07143375, "{07143330}"
05453100, "{05452500,05453000}"
03599500, "{03599419,03599450}"
08169000, "{08168932,08168797}"
04125550, "{04124200,04125460}"
06447450, "{06447230,06447000}"
06308500, "{06307830}"
