to_usgs, from_usgs
05247500, "{05244000,05245100}"
07249985, "{07249920,07249800}"
03527000, "{03524500,03524000}"
094196784, "{09419665,094196783}"
02202680, "{02202500,02202600}"
14243000, "{14238000,14242580}"
03015310, "{03012550,03015000}"
05064000, "{05063398,05062500}"
09211200, "{09209400,09210500}"
0214291555, "{02142914,02142900}"
07343450, "{07343356,07343200}"
14366000, "{14362250,14362000}"
01651000, "{01650500,01650800}"
07157740, "{07157500,07156900}"
12025000, "{12024000,12024400}"
11502500, "{11493500,11501000}"
09427520, "{09423000,09426620}"
0137462010, "{01374581,01374598}"
01472000, "{01471510,01471875}"
02298202, "{02298123,02297600}"
08143500, "{08140700,08142000}"
04121970, "{04121500,04121944}"
03378500, "{03377500,03378000}"
04183500, "{411228084541701,04183000}"
02303000, "{02301990,02302500}"
06155030, "{06154100,06154400}"
14316455, "{14315950,14315700}"
08123850, "{08121000,08123800}"
02390050, "{02389150,02390000}"
05528000, "{05527800,05527950}"
04161820, "{04161540,04161000}"
12413470, "{12413355}"
02397000, "{02388500,02395980}"
09469500, "{09466500,09468500}"
02336300, "{02336120,02336240}"
01315500, "{01312000,01315000}"
02047000, "{02046000,02045500}"
08068000, "{08067650,08067920}"
05227500, "{05212700,05211000}"
06357800, "{06356500,06355500}"
13246000, "{13240000,13239000}"
05590950, "{05590520,05590800}"
07335300, "{07334000,07334800}"
01593500, "{01593370,01593450}"
09147025, "{09146200,09147000}"
03230500, "{03230310,03230450}"
11462080, "{11461500,11461000}"
06854500, "{06853500,06853800}"
03451000, "{0344894205,03450000}"
08030500, "{08028500,08029500}"
07328100, "{07326500,07327550}"
07307028, "{07305000}"
06875900, "{06874000,06872500}"
05517500, "{05515500,05517000}"
03327500, "{03325000,03326500}"
02151500, "{02150495,02149000}"
07336820, "{07335500,07336200}"
07014500, "{07014000,07013000}"
01518000, "{01516350,01516500}"
08064100, "{08063800,08063562}"
08044500, "{08042800,08044000}"
01403900, "{01403400,01403540}"
02414500, "{02413300,02412000}"
01470500, "{01469500,01468500}"
14197900, "{14191000,14194150}"
04087240, "{04087233,04087220}"
08019200, "{08018500,08019000}"
02392000, "{02391860,02391840}"
07056000, "{07055680,07055875}"
07342500, "{07342465,07342480}"
01378500, "{01377000,01377500}"
05536290, "{05536275,05536195}"
08177500, "{08176900,08177300}"
01166500, "{}"
01601500, "{01601000,01601420}"
14202000, "{14201340,14201500}"
02479000, "{02475000,02478500}"
13132520, "{13132500,13132513}"
02334430, "{02331600,02333500}"
0505152130, "{05051300,05051500}"
0423205010, "{04232034,04232050}"
01389890, "{01389500,01389550}"
01117430, "{01117420,01117350}"
04106000, "{04105500,04105700}"
10020300, "{10020100,10016900}"
01515000, "{01513831,01514850}"
07061000, "{07060500,07060710}"
02153200, "{02152474,02151500}"
10300000, "{10297500}"
01589330, "{01589320,01589315}"
03262500, "{03261500,03262000}"
14315500, "{14314700,14313700}"
02477000, "{02475500,02476600}"
07068000, "{07067000,07067500}"
02240000, "{02239000,02239501}"
07052500, "{07052250,07052345}"
02095000, "{02094770,02094775}"
05382325, "{05382267,05382284}"
03603000, "{03601990,03602500}"
13341050, "{13340000,13340600}"
03345500, "{03343400}"
05527500, "{05520500,05526000}"
02353500, "{02353400,02353265}"
07196090, "{07195500,07196000}"
01480500, "{01480400,01480300}"
08171400, "{08171350,08170500}"
02207418, "{02207400,02207385}"
03290080, "{03287500,03289500}"
09168730, "{09166500,09166950}"
07010097, "{07010088,07010090}"
05482000, "{05481650,05481950}"
07144100, "{07143672,07144050}"
14020850, "{14020300,14020000}"
01668000, "{01664000,01667500}"
09033300, "{09033100,09027100}"
07157950, "{07157940,07157740}"
03363000, "{03362500,03361500}"
07144300, "{07143375,07144200}"
09371010, "{09371000,09368000}"
08174700, "{08173900,08174600}"
03056000, "{03054500}"
02193500, "{02193340}"
05484000, "{05483600}"
11276500, "{11274790}"
02051500, "{02051190}"
06610765, "{06610750}"
07064533, "{07064440}"
03284500, "{03284230}"
04268000, "{04267500}"
06935550, "{06935450}"
07106500, "{07106300}"
06914500, "{}"
07035800, "{07035000}"
03301000, "{03300400}"
11152500, "{11152300}"
09059500, "{09058500}"
06639000, "{06638090}"
14169000, "{14166500}"
02383500, "{02382500}"
01449000, "{01447800}"
08188570, "{08188500}"
05435500, "{05434500}"
01173500, "{01173000}"
03437495, "{03437480}"
01390500, "{01390450}"
02198000, "{02197830}"
07250085, "{07249985}"
11162630, "{11162620}"
01436000, "{01435000}"
01502731, "{01502632}"
03203600, "{}"
13075910, "{13075500}"
08116850, "{08116650}"
08188810, "{08188800}"
07298500, "{07297910}"
03079000, "{03078000}"
03363900, "{03363500}"
07263605, "{07263555}"
02083000, "{02082950}"
09328910, "{09328500}"
10351700, "{10351650}"
07380401, "{07380400}"
05442300, "{05440700}"
06768025, "{06768000}"
05536357, "{04092677}"
07140900, "{07140890}"
14301000, "{14299800}"
01104455, "{01104430}"
06354580, "{06354480}"
03349510, "{03349210}"
06164510, "{06155500}"
06821150, "{06821080}"
02173030, "{02173000}"
10146400, "{10146000}"
03076500, "{03076100}"
13022500, "{13018750}"
03485500, "{}"
06192500, "{06191500}"
08089000, "{08088610}"
02336360, "{02336340}"
05341550, "{05340500}"
02219000, "{02218565}"
08178700, "{08178593}"
02335757, "{02335700}"
05382257, "{05382255}"
07175500, "{07174400}"
08198500, "{08198000}"
09070000, "{394220106431500}"
02213000, "{02212735}"
01452000, "{01451800}"
01558000, "{01557500}"
07362587, "{07362579}"
05059715, "{05059700}"
07185095, "{07185090}"
12193400, "{12190400}"
11465240, "{11465200}"
06220800, "{06218500}"
01531325, "{01531250}"
05046000, "{05030500}"
08178050, "{08177700}"
11172175, "{11169800}"
07364200, "{07364185}"
08176500, "{08175800}"
01563200, "{01562000}"
09046600, "{09046490}"
03567500, "{03567340}"
14087400, "{14087380}"
01478650, "{01478245}"
09410100, "{09409100}"
03237020, "{03234500}"
13335050, "{13334450}"
06610732, "{06610720}"
01534860, "{01534500}"
06441500, "{06440200}"
02103000, "{02102908}"
05383075, "{05382325}"
07228940, "{07228500}"
08398500, "{08397620}"
08361000, "{08359500}"
12457000, "{12456500}"
04137500, "{04137005}"
05531300, "{05531045}"
07029500, "{07029270}"
14150000, "{14148000}"
02423160, "{02423130}"
06908000, "{06907700}"
06471000, "{06470878}"
11516530, "{11510700}"
01387420, "{01387400}"
07047950, "{07047942}"
04119400, "{04119000}"
03364200, "{03364042}"
01595800, "{01595500}"
14184100, "{14183000}"
01449800, "{01449360}"
06904500, "{}"
03227107, "{03226800}"
04282780, "{}"
08379500, "{08378500}"
0209553650, "{02095000}"
02344396, "{02344350}"
01467048, "{01467042}"
02047370, "{02047000}"
03010500, "{03007800}"
09132500, "{09132095}"
05508000, "{05507800}"
02132000, "{02131500}"
11447905, "{11447890}"
11120000, "{11119940}"
07055660, "{07055646}"
06227600, "{}"
02370000, "{02369800}"
09251000, "{09247600}"
07170990, "{07170500}"
04105000, "{04104945}"
02264495, "{02263800}"
06889500, "{06889200}"
03376300, "{03375500}"
06804700, "{06804000}"
01541200, "{01541000}"
12301933, "{}"
02207120, "{02205865}"
06167500, "{06166000}"
08114000, "{08111850}"
07183500, "{07183000}"
09295100, "{09295000}"
01505810, "{01505000}"
03197000, "{}"
11113000, "{11111500}"
13148500, "{13147900}"
10322000, "{10321950}"
02359000, "{02358789}"
08261000, "{08255500}"
02157510, "{02157470}"
01129500, "{01129200}"
06848500, "{06847900}"
02272676, "{02272650}"
01377000, "{01376800}"
07185765, "{07185700}"
01520000, "{01519200}"
06862700, "{06861000}"
14155500, "{14154500}"
07171000, "{07170990}"
071912213, "{07191220}"
04166100, "{04166000}"
08062000, "{08061750}"
06026420, "{06026210}"
01530332, "{01529950}"
02419000, "{02418760}"
02401000, "{02400680}"
01407500, "{01407290}"
08206600, "{08205500}"
09519800, "{}"
11525500, "{11523200}"
03501975, "{}"
05242300, "{05227500}"
09063000, "{09061600}"
02309425, "{02309421}"
08158827, "{08158700}"
06077500, "{06077200}"
10136600, "{10136500}"
021650905, "{02164110}"
08317200, "{08316000}"
14313200, "{}"
11140000, "{11138500}"
14148000, "{14145500}"
11466320, "{11466200}"
07195500, "{07195430}"
02167000, "{02166501}"
04058200, "{04057813}"
07376000, "{07375960}"
02312000, "{02311500}"
12026150, "{12025700}"
02146530, "{02146507}"
02450180, "{}"
14015000, "{14013700}"
07216500, "{07215500}"
03277500, "{03277300}"
01381500, "{01381400}"
01611500, "{01610400}"
08171290, "{08171000}"
03332605, "{03332555}"
06918740, "{06918493}"
07030500, "{07030392}"
08390800, "{08390500}"
03326500, "{}"
02232500, "{02232400}"
02105769, "{02105500}"
02173000, "{02172558}"
02301300, "{02301150}"
09466500, "{09448500}"
13062500, "{13060000}"
07337000, "{07336820}"
12137800, "{12137290}"
07145200, "{07144910}"
06036905, "{06036805}"
08332010, "{08331510}"
03455000, "{03454500}"
07229200, "{07229050}"
02489000, "{02488500}"
14163900, "{14163150}"
06017000, "{06016000}"
01428500, "{01427510}"
13176400, "{13175100}"
03360730, "{03360500}"
07180400, "{07179795}"
02223056, "{02223000}"
07069500, "{07069305}"
03226800, "{03225500}"
11465350, "{11465240}"
08184050, "{08183900}"
13119000, "{13118700}"
03281000, "{03280700}"
04114000, "{04113000}"
09482500, "{09482000}"
08068090, "{08068000}"
04064500, "{04063700}"
10321950, "{10321940}"
13306370, "{}"
08108250, "{08107950}"
02311500, "{02311000}"
14306500, "{14306340}"
08156800, "{08156675}"
02234344, "{02234324}"
04233300, "{04233286}"
05099600, "{05099400}"
06155500, "{06155030}"
05060000, "{05059715}"
05311150, "{05311000}"
02198500, "{02198375}"
08055560, "{08055500}"
06899500, "{06898000}"
06700000, "{06696980}"
08083240, "{08083230}"
06353000, "{06352000}"
06770500, "{06770200}"
04069500, "{04069416}"
01634000, "{01633000}"
06339500, "{06339100}"
01536000, "{01534860}"
06102050, "{06101500}"
07063000, "{07062575}"
11526400, "{11526250}"
02423496, "{02423425}"
09408135, "{09406100}"
11458000, "{11456000}"
05476590, "{05476000}"
01100600, "{01100568}"
02076000, "{02075500}"
0208250410, "{02081942}"
02492000, "{02490500}"
08382650, "{08382600}"
01408029, "{01408000}"
05058700, "{05058000}"
09419665, "{09419659}"
04069416, "{04067958}"
09306255, "{09306242}"
07152000, "{07151500}"
08386000, "{08385630}"
01479000, "{01478650}"
05555300, "{05554500}"
07381000, "{07380401}"
07242000, "{07241800}"
07151000, "{07149520}"
01663500, "{01662800}"
07158000, "{07157950}"
06485910, "{06485500}"
06856600, "{06856000}"
06711555, "{06711515}"
02299450, "{02299410}"
13342450, "{13342340}"
01085500, "{01085000}"
08162000, "{08161000}"
07137500, "{07134180}"
01104200, "{01103500}"
07312500, "{}"
06799500, "{06799445}"
06436198, "{06436190}"
01102000, "{01101500}"
01443500, "{01443280}"
02177000, "{02176930}"
01144000, "{01142500}"
12352500, "{12350250}"
10172727, "{10172700}"
02475000, "{02474560}"
06873460, "{06873000}"
06827500, "{06827000}"
07144550, "{07144300}"
11073360, "{11073300}"
11072100, "{11070500}"
07297910, "{07295500}"
09432000, "{09431500}"
07228500, "{07228000}"
06101500, "{06099500}"
10155000, "{10154200}"
08013500, "{08013000}"
13011000, "{13010065}"
04269000, "{04268800}"
09258980, "{09258050}"
09504000, "{09503700}"
07364185, "{07364150}"
01189995, "{01188090}"
12178000, "{12175500}"
03157500, "{03157000}"
01379780, "{01379773}"
07013000, "{07010350}"
03287500, "{03287250}"
02296500, "{02296260}"
05429700, "{05429500}"
05495000, "{05494300}"
13120500, "{13120000}"
01100627, "{01100600}"
02191300, "{02191227}"
10133980, "{10133800}"
12086500, "{}"
01374505, "{0137449480}"
06900050, "{06899900}"
01465500, "{01465200}"
02101726, "{0210166029}"
13027500, "{13025500}"
12310100, "{12308000}"
06037100, "{06036940}"
13251000, "{13250000}"
12121600, "{12120600}"
08134000, "{}"
02473500, "{02473460}"
02164110, "{02164000}"
01350355, "{01350180}"
02336526, "{}"
11149400, "{11148900}"
05059700, "{05059600}"
03610200, "{03610000}"
02226500, "{02226362}"
02358700, "{02358000}"
07343840, "{07343500}"
07039500, "{07037500}"
06421500, "{}"
02361500, "{02361000}"
06429905, "{06429500}"
07191220, "{07191179}"
12324400, "{12324200}"
01474000, "{01473900}"
02331000, "{02330450}"
02336410, "{02336360}"
12396500, "{12395500}"
11204100, "{11203580}"
04060993, "{04060500}"
02016000, "{02015700}"
07289730, "{07289350}"
02072500, "{02072000}"
04206000, "{04202000}"
06657000, "{}"
09328500, "{09326500}"
10302025, "{10301745}"
06335500, "{06334500}"
04276500, "{}"
01151500, "{01150900}"
08068900, "{08068800}"
01548500, "{}"
385106106571000, "{09111250}"
08106500, "{08106350}"
02130910, "{02130900}"
03095500, "{03094704}"
08190000, "{08189998}"
12322000, "{12310100}"
09019500, "{09015000}"
02322700, "{02322688}"
09503000, "{09502960}"
06468250, "{06468170}"
01208500, "{01206900}"
02208450, "{02208150}"
06119600, "{}"
01380450, "{01379780}"
02412000, "{02411930}"
06450500, "{06449500}"
07010088, "{07010086}"
01073587, "{010735562}"
05387500, "{05387440}"
11458500, "{11458433}"
07017610, "{07017260}"
11526250, "{11525854}"
02116500, "{02115360}"
13249500, "{13247500}"
14211550, "{14211500}"
04287000, "{}"
07138063, "{07138064}"
01021000, "{01019000}"
07075300, "{07075270}"
11152050, "{11152000}"
07300500, "{07300000}"
06857100, "{06856600}"
07061290, "{07061270}"
05075000, "{05074500}"
14361500, "{14359000}"
10259540, "{10259300}"
07230500, "{07230000}"
03324300, "{03324200}"
10351600, "{10350340}"
02329000, "{02328522}"
08059000, "{}"
02394670, "{02394000}"
03164000, "{03161000}"
09429100, "{09429000}"
01547100, "{01546500}"
03384100, "{03383000}"
08178800, "{08178700}"
01388000, "{01387500}"
08404000, "{08402000}"
07346070, "{07346050}"
09364010, "{09363500}"
03314000, "{03313700}"
03184000, "{03183500}"
02350900, "{02350600}"
06478500, "{06478000}"
05426250, "{05426067}"
13132500, "{13127000}"
08193000, "{08192000}"
08070200, "{08070000}"
13190500, "{13186000}"
08167000, "{08166250}"
09424450, "{09424447}"
06730500, "{06730200}"
03263000, "{03262700}"
06108800, "{06108000}"
06482020, "{06482000}"
06082200, "{06080900}"
01349705, "{01349700}"
08018500, "{08017410}"
01075000, "{01074520}"
02482000, "{02481880}"
01466900, "{01466500}"
02264051, "{02264030}"
09504500, "{09504420}"
02207160, "{02207135}"
03228805, "{03228750}"
12036000, "{12035400}"
02270500, "{02270000}"
01199000, "{01198125}"
04183000, "{04182950}"
07382500, "{07382000}"
04182950, "{04182900}"
08387000, "{08386505}"
05116000, "{05113600}"
02133624, "{02133500}"
03112000, "{}"
01546500, "{01546400}"
09124500, "{09123450}"
01478245, "{01478120}"
02087359, "{0208735012}"
06799000, "{06797500}"
06425500, "{06425100}"
07018100, "{07017610}"
02389150, "{02388975}"
10293500, "{}"
03505550, "{03504000}"
12323770, "{12323760}"
01626850, "{01626000}"
01568000, "{01567500}"
14309000, "{14308990}"
02110500, "{02109500}"
08172000, "{08171400}"
03286200, "{03285000}"
0214645075, "{0214642825}"
05482500, "{05482300}"
11446500, "{11427000}"
08055000, "{08053500}"
06892000, "{06891850}"
11143250, "{11143200}"
02094770, "{02094659}"
06038500, "{06037500}"
02382200, "{02381600}"
13087995, "{13081500}"
10219000, "{10217000}"
07066000, "{07065495}"
12422500, "{12419000}"
12167000, "{12166185}"
07338500, "{07337900}"
02474500, "{02473500}"
13047500, "{13046995}"
08171350, "{08171300}"
06881000, "{06880800}"
07243500, "{07242380}"
11481000, "{11480390}"
05569500, "{05568800}"
02052000, "{02051500}"
07292500, "{07291000}"
03431060, "{03431000}"
02040000, "{02039500}"
07178200, "{07178000}"
01411500, "{}"
06038800, "{06038500}"
03322485, "{402913084285400}"
09507980, "{09507580}"
09486055, "{09485700}"
03253000, "{03252300}"
02310000, "{02309740}"
12414500, "{12413875}"
05536190, "{05536179}"
0208773375, "{0208758850}"
02130980, "{02130910}"
09498501, "{094985005}"
02321958, "{02321898}"
07143300, "{07142019}"
12117600, "{12117500}"
03061000, "{}"
01480617, "{01480500}"
06866000, "{06865500}"
08358400, "{08355490}"
06746110, "{06746095}"
06479525, "{06479500}"
06796500, "{06796000}"
12106700, "{12105900}"
02312762, "{02312720}"
03333050, "{03332605}"
05476750, "{05476590}"
06485950, "{06485910}"
11517500, "{11517000}"
12058790, "{12056500}"
05485640, "{05485605}"
07235600, "{07235000}"
06351200, "{06350000}"
02110550, "{02110500}"
07144200, "{07144100}"
14097100, "{14096850}"
11276600, "{11276500}"
02351890, "{02351500}"
01111500, "{01111300}"
10301500, "{10301120}"
03600358, "{03599500}"
03498850, "{03498500}"
13037500, "{13032500}"
09519000, "{09517490}"
08090800, "{08089000}"
13183000, "{13181000}"
11454000, "{11453500}"
01573710, "{01573695}"
08075770, "{08075763}"
07061500, "{07061290}"
01186000, "{01185500}"
03030500, "{03029500}"
02298880, "{02298830}"
09110000, "{09109000}"
03269500, "{03267900}"
14162200, "{14161500}"
06917500, "{06917240}"
04180000, "{04179520}"
02439400, "{02438000}"
09134100, "{09132500}"
07369000, "{07367690}"
09180000, "{09179450}"
06752280, "{06752260}"
03288100, "{03287600}"
06916600, "{06915800}"
10129500, "{10129300}"
06820410, "{06819500}"
06874000, "{06873460}"
07133000, "{07130500}"
01575585, "{01575500}"
12323250, "{12323240}"
06864500, "{06864000}"
08077600, "{08076997}"
09064000, "{09063900}"
05356500, "{05356000}"
03364650, "{03364500}"
040734605, "{}"
08328950, "{08324000}"
03528000, "{03527220}"
07141000, "{07140900}"
07311000, "{07309990}"
01417500, "{01417000}"
05464500, "{05464420}"
14187500, "{14187200}"
12413000, "{12411000}"
02337040, "{02337000}"
01123600, "{01123360}"
09402300, "{09402000}"
05046475, "{05046000}"
01161000, "{01160350}"
01022500, "{}"
02423380, "{02423160}"
09481740, "{09480500}"
02054530, "{02054500}"
02388350, "{02388320}"
09172500, "{09171310}"
05502500, "{05502300}"
02294161, "{02293987}"
03331753, "{03331500}"
08075900, "{08075780}"
06208500, "{06207500}"
05051522, "{0505152130}"
04111000, "{04109000}"
06024540, "{06024450}"
11278000, "{}"
03108000, "{}"
11469000, "{11468900}"
10140100, "{10137500}"
06934000, "{06933500}"
07099230, "{}"
06906200, "{06906150}"
08286500, "{08285500}"
08180700, "{08180640}"
01374531, "{01374505}"
03374100, "{03374000}"
03270000, "{03269500}"
05207600, "{05200510}"
06893100, "{06893080}"
03287600, "{03287590}"
03348000, "{03347000}"
11109800, "{11109600}"
09136100, "{09134100}"
021556525, "{02155500}"
07141900, "{07141780}"
06917560, "{06917500}"
01432110, "{01431500}"
02327500, "{02327355}"
05453520, "{05453100}"
06478513, "{06478500}"
04176000, "{04175600}"
07087050, "{07083710}"
06123030, "{06120500}"
02425000, "{02424000}"
03247500, "{03246500}"
04240010, "{04239000}"
11172955, "{11172945}"
02207335, "{02207220}"
08095000, "{08094800}"
02315500, "{}"
01362200, "{013621955}"
01649190, "{01649150}"
08285500, "{08284100}"
03400986, "{03400800}"
03351000, "{03350800}"
03145534, "{03145483}"
07065495, "{07065200}"
02353000, "{02352500}"
09386300, "{09386030}"
04230500, "{04230380}"
01583500, "{01583100}"
09490500, "{09489500}"
08355490, "{08355050}"
09403850, "{09403600}"
10137000, "{10136600}"
12210000, "{12209490}"
02072000, "{02071530}"
393109104464500, "{06712000}"
11173575, "{11173510}"
01209005, "{01208990}"
02312200, "{02312180}"
02476600, "{02476500}"
02131010, "{02131000}"
04280450, "{}"
05408000, "{05407470}"
06466500, "{06466400}"
08104700, "{0810464660}"
07367690, "{07367680}"
03265000, "{03264000}"
08166250, "{08166200}"
01374941, "{01374930}"
03328500, "{03328000}"
03198500, "{03198350}"
01325000, "{01321000}"
06204070, "{06204050}"
14210000, "{14209500}"
08105883, "{08105872}"
03179000, "{03177710}"
02398300, "{02398000}"
12362500, "{12359800}"
07139000, "{07138070}"
01374581, "{01374559}"
03280000, "{03277500}"
06921600, "{06921590}"
03465500, "{03463300}"
08068400, "{08068390}"
02368000, "{02367900}"
14315700, "{14315500}"
03459500, "{03456991}"
01176000, "{01175670}"
05525000, "{05524500}"
08062700, "{08062500}"
05484650, "{}"
13015000, "{13014500}"
08167800, "{08167500}"
09487000, "{09486800}"
06345780, "{06345500}"
13338500, "{}"
08211500, "{08211200}"
09109000, "{09107000}"
01481500, "{01481000}"
01531000, "{01530332}"
02492110, "{02489500}"
12424000, "{12422990}"
07077555, "{07077380}"
06412810, "{06412500}"
12115000, "{12114500}"
03183500, "{03182500}"
02413300, "{02413210}"
03473000, "{03471500}"
03302800, "{03302680}"
02202040, "{02201230}"
02069000, "{02068500}"
09439000, "{09432000}"
09066510, "{09066325}"
06205000, "{06204070}"
07344500, "{07344493}"
07239500, "{07239450}"
05439500, "{05439000}"
13047600, "{13047500}"
08075000, "{08074810}"
02134170, "{02133624}"
07141300, "{07141220}"
01649500, "{01649190}"
05391000, "{}"
09177000, "{09174600}"
01429000, "{01428750}"
12037400, "{12036000}"
07156900, "{07154500}"
05490500, "{05489500}"
04100500, "{04100222}"
05429500, "{05428500}"
08165500, "{08165300}"
01503000, "{01502731}"
06446500, "{06446000}"
07124410, "{07124200}"
01089925, "{01089500}"
01382385, "{01382210}"
04136900, "{04136500}"
02329500, "{02329342}"
02264003, "{02264000}"
07263296, "{07263295}"
14314700, "{14314500}"
01357500, "{01354500}"
05462000, "{}"
09292500, "{09292000}"
12308000, "{12305000}"
12404500, "{12401500}"
06340590, "{06340500}"
06928420, "{06928300}"
07106300, "{07106000}"
12344000, "{12342500}"
02300300, "{02300210}"
09035500, "{09034900}"
12138160, "{12137800}"
09442000, "{09439000}"
05051500, "{05046475}"
06803080, "{06803000}"
05017500, "{05014500}"
14303600, "{14303200}"
05059000, "{05058700}"
01109060, "{01109000}"
10149400, "{10149000}"
06412500, "{06411500}"
05540500, "{05540290}"
06027600, "{06026500}"
13055250, "{13055000}"
07364150, "{07364133}"
05479000, "{05478265}"
03503000, "{03501975}"
01094000, "{01093852}"
03221646, "{03221000}"
05438170, "{}"
07062575, "{07062500}"
04164500, "{04164100}"
12431000, "{12427000}"
06066500, "{06065500}"
08045995, "{08045850}"
01543000, "{01542810}"
02313100, "{02313098}"
05330920, "{05330000}"
02081747, "{02081500}"
02335700, "{02335580}"
07332622, "{07332620}"
05331580, "{05331000}"
07071500, "{07071000}"
07239300, "{}"
01374821, "{01374781}"
10251330, "{10251300}"
03200500, "{03198500}"
10133650, "{10133600}"
06475000, "{06473000}"
09406100, "{09406000}"
11278400, "{11278300}"
02203960, "{02203950}"
07144570, "{07144550}"
03599419, "{03599240}"
02240500, "{02240000}"
07327447, "{07327442}"
09367500, "{09367000}"
13175100, "{13174500}"
06866500, "{06866000}"
08397620, "{08397600}"
02163500, "{02163001}"
05568000, "{05567500}"
08032500, "{08032000}"
07183000, "{07182510}"
06477000, "{06476000}"
03574500, "{03574100}"
08185000, "{08184050}"
02130561, "{02129000}"
05320000, "{05319500}"
14044000, "{14043840}"
08069000, "{08068900}"
03310300, "{03310000}"
02303800, "{02303420}"
01674000, "{01673800}"
06127500, "{06126500}"
01117000, "{01116905}"
01631000, "{01629500}"
04144500, "{04144032}"
09372000, "{09371520}"
02301000, "{02300882}"
01547200, "{01547100}"
03369500, "{03368000}"
11023000, "{11022480}"
02173051, "{02173030}"
03209000, "{03208950}"
09363500, "{09362520}"
09413500, "{09413200}"
05341752, "{}"
08063800, "{08063590}"
02146285, "{0214627970}"
06912500, "{06911900}"
12323700, "{12323670}"
09246500, "{09246200}"
01544000, "{01543700}"
07301420, "{07301410}"
01470960, "{01470779}"
05516665, "{05516500}"
01471000, "{01470960}"
02086500, "{02085500}"
13140800, "{13139510}"
05591200, "{05590950}"
13057940, "{13057500}"
05481000, "{05480820}"
03282120, "{03282060}"
01457000, "{01455500}"
13311250, "{13311000}"
04152500, "{04152238}"
08067000, "{08066500}"
02050000, "{02049500}"
01381000, "{01380450}"
05085000, "{05084000}"
08331510, "{08331160}"
04196500, "{04196000}"
08072600, "{08072300}"
06809500, "{06809210}"
01371500, "{}"
02100500, "{02099000}"
01173000, "{01172500}"
03106500, "{03106300}"
01119500, "{01119382}"
07072000, "{07071500}"
12143600, "{12143400}"
07336200, "{07335790}"
01571500, "{01571184}"
04081000, "{04080798}"
11451000, "{11449500}"
04146063, "{04146000}"
02156500, "{021564493}"
02211800, "{02211375}"
03301500, "{03301000}"
03022554, "{03022540}"
06125600, "{06123030}"
08022040, "{08020900}"
03302000, "{03301940}"
02239000, "{02238500}"
08446500, "{08437710}"
01158110, "{01158000}"
01434498, "{01434025}"
12329500, "{12325500}"
12449950, "{12449500}"
05514860, "{05514840}"
05388250, "{05387500}"
08073600, "{08073500}"
07094500, "{07091200}"
09035700, "{09035500}"
10349300, "{10348460}"
01451650, "{01451500}"
01379500, "{01379000}"
06108000, "{06102500}"
412453081395500, "{412141081412100}"
05366800, "{05365550}"
01664000, "{01663500}"
09512800, "{09512500}"
05465700, "{05465500}"
08382830, "{08382650}"
05125000, "{}"
05427850, "{05427718}"
13016450, "{13016305}"
11355010, "{11348500}"
03535400, "{03535200}"
07372200, "{07372050}"
09386030, "{09385700}"
05060100, "{05060000}"
01553500, "{01553025}"
08407500, "{08407000}"
14159500, "{14159200}"
02312300, "{02312000}"
10068500, "{10039500}"
07016500, "{07015720}"
12472600, "{12467000}"
08316000, "{08315480}"
04066030, "{04066003}"
12059500, "{12058790}"
13057155, "{13057000}"
02326900, "{}"
06135000, "{06133500}"
02295580, "{02295520}"
09419800, "{09419756}"
08123800, "{}"
06741510, "{402114105350101}"
06020600, "{06019500}"
10311750, "{10311400}"
04085108, "{441624088045601}"
14231000, "{14226500}"
09397300, "{09397000}"
01614000, "{01613900}"
14313700, "{14313200}"
03376500, "{03376300}"
14034500, "{14034470}"
12118500, "{12118400}"
01671025, "{01671020}"
13049500, "{13047600}"
08169792, "{}"
09382000, "{09381800}"
07369700, "{07369680}"
13066000, "{13063000}"
07179750, "{07179730}"
0422016550, "{04220045}"
02018000, "{02017500}"
06473000, "{06472000}"
02208150, "{}"
01467042, "{}"
03332555, "{03332345}"
03598000, "{03597860}"
03146402, "{03146000}"
08189500, "{08189300}"
06360500, "{06359500}"
06911000, "{06910800}"
09364500, "{09364010}"
06713000, "{393109104464500}"
03332345, "{03331753}"
02153551, "{}"
08076000, "{08075900}"
07309990, "{}"
04067500, "{04066800}"
02364500, "{02363000}"
06889000, "{06888990}"
05211000, "{05207600}"
05120000, "{05117500}"
05573540, "{05572000}"
01608000, "{01607500}"
03051000, "{03050000}"
08164000, "{08163500}"
11510700, "{11509500}"
01411000, "{01410820}"
08075500, "{08075400}"
07024500, "{07024200}"
01475548, "{01475530}"
03068800, "{03067510}"
02217475, "{02217297}"
08390500, "{}"
07174400, "{07172000}"
12323800, "{12323750}"
04178000, "{04177720}"
05435950, "{05435943}"
03015000, "{03014500}"
01643500, "{01643395}"
07332500, "{07332390}"
07324400, "{07324200}"
07247015, "{07247000}"
08080500, "{08079600}"
01464750, "{01464720}"
06126500, "{06125600}"
05471050, "{05471000}"
13068500, "{13068495}"
07229050, "{07228940}"
10016900, "{10011500}"
07241000, "{07239700}"
03353430, "{03353415}"
05412400, "{}"
01564512, "{01564500}"
05431486, "{05431016}"
12026400, "{12026150}"
09385700, "{09384000}"
09520500, "{09520280}"
04235440, "{04235299}"
06876000, "{06875900}"
02376500, "{02376293}"
02169000, "{02168504}"
11303000, "{11299600}"
09361500, "{09359500}"
05051300, "{05050000}"
02311000, "{02310947}"
01586000, "{01585500}"
12080010, "{12079000}"
03527220, "{03527000}"
01124151, "{01124000}"
